Geneid	MB231-Combo-1.sorted.bam	MB231-Combo-2.sorted.bam	MB231-Combo-3.sorted.bam	MB231-DMSO-1.sorted.bam	MB231-DMSO-2.sorted.bam	MB231-DMSO-3.sorted.bam	MB231-MG132-1.sorted.bam	MB231-MG132-2.sorted.bam	MB231-MG132-3.sorted.bam	MB231-SHP-1.sorted.bam	MB231-SHP-2.sorted.bam	MB231-SHP-3.sorted.bam
MIR3150B	0	0	0	0	0	0	0	0	0	0	0	0
MIR3150BHG	3	0	0	0	5	1	0	1	2	0	1	0
RNU6-1209P	0	1	1	0	0	0	0	0	0	0	0	0
TP53INP1	263	242	324	230	240	217	291	276	298	334	293	304
NDUFAF6	328	357	357	453	418	426	506	428	516	495	438	479
LOC100128548	1	0	3	2	1	0	2	0	0	0	0	2
CCNE2	415	472	613	908	798	810	850	909	1013	745	795	742
INTS8	881	948	1139	1554	1334	1442	1526	1552	1681	1649	1462	1473
DPY19L4	1339	1410	1457	2217	2038	2006	2244	2158	2319	2321	2131	2273
RPS15AP26	0	0	0	0	0	0	0	0	0	0	0	0
ESRP1	5	0	1	2	2	0	1	0	2	0	0	2
LINC02894	0	0	0	0	1	0	0	0	0	0	0	0
LOC100286997	0	0	0	0	3	0	0	0	0	0	0	0
VIRMA-DT	3	1	4	9	6	18	8	18	3	4	15	10
VIRMA	3510	3839	4199	3280	3112	3320	3590	3297	3593	3943	3538	3736
FSBP	0	0	0	0	0	0	0	0	0	0	0	0
RAD54B	488	556	556	869	841	823	814	823	808	826	730	770
RPS4XP10	1	0	0	0	0	0	0	0	1	0	0	0
LOC107986896	0	0	0	0	0	0	0	0	0	0	0	0
GEM	333	394	417	882	786	845	1000	916	949	1036	930	927
LOC105375648	1	0	0	0	0	0	2	2	0	2	0	0
RPL6P23	0	0	0	0	1	0	0	0	0	0	0	0
LOC105375647	3	0	0	0	2	0	1	0	0	2	0	4
CDH17	1	3	0	1	3	0	5	2	2	1	3	3
RPL34P18	26	24	19	11	19	11	20	15	26	10	10	10
PSMA2P2	0	1	0	0	1	1	0	0	0	0	0	0
PDP1	1454	1496	1802	2635	2268	2442	2648	2493	2738	2831	2687	2951
MIR378D2	0	0	0	0	0	0	0	0	0	0	0	0
MIR378D2HG	3	0	0	4	0	0	0	0	1	3	2	1
LOC105375646	0	0	0	0	0	0	0	0	0	0	0	0
MYL12AP1	0	0	0	0	0	0	0	1	0	0	0	0
TMEM67	222	218	220	284	211	257	217	245	303	287	237	274
RBM12B-DT	2	3	1	0	0	0	0	2	0	4	1	4
RBM12B-AS1	11	8	12	22	11	9	16	21	14	9	19	25
RBM12B	840	833	919	837	748	778	907	857	858	868	827	810
CIBAR1	330	365	397	524	505	483	525	528	608	539	548	543
ZNF317P1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375641	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP274	0	0	0	0	0	0	0	0	0	0	0	0
CIBAR1-DT	0	0	3	3	1	0	3	0	0	8	5	0
LOC105375642	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986956	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375643	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375644	0	0	0	0	0	0	0	0	0	0	0	0
LINC02906	0	0	0	0	0	0	0	0	0	0	0	0
MIR8084	0	0	0	0	0	0	0	0	0	0	0	0
IRF5P1	1	0	0	0	0	0	0	0	0	0	0	0
TRIQK	619	595	598	806	678	718	822	794	896	956	881	809
FLJ46284	0	0	0	0	0	0	0	0	1	0	0	0
LOC101926956	1	0	0	0	0	0	0	0	0	0	0	0
LOC102724710	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375639	0	0	0	1	0	0	0	0	0	0	0	0
LOC105375638	0	0	0	0	0	0	0	0	0	0	0	0
RPS26P10	0	0	0	0	0	0	0	2	0	0	0	0
RUNX1T1	1	7	9	0	0	1	4	2	5	3	1	3
MRPS16P1	0	0	0	0	0	0	0	0	1	0	0	0
PRR13P7	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP231	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375637	0	0	0	0	0	1	0	0	0	0	0	0
SLC26A7	9	12	13	21	17	9	19	25	37	14	28	34
MIR4661	0	0	0	0	0	0	0	0	0	0	0	0
CPP	1	1	1	0	2	1	0	2	0	0	1	1
LRRC69	23	14	13	16	12	12	14	12	13	24	13	19
OTUD6B	840	890	992	1067	956	998	1115	973	1159	977	991	1024
OTUD6B-AS1	426	558	524	765	753	746	877	787	803	807	733	824
PIP4P2	163	188	235	493	509	508	530	534	583	563	508	435
C8orf88	1	6	13	8	2	0	4	0	6	1	2	3
LOC105375634	1	0	0	2	3	1	0	0	0	0	0	1
LOC105375635	0	0	0	0	0	0	0	0	1	0	0	0
NECAB1	9	6	11	3	7	5	7	7	9	9	2	3
LOC105375633	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724670	0	0	0	0	3	0	1	0	0	5	0	1
TMEM64	955	1012	1139	1511	1274	1357	1508	1356	1439	1412	1308	1365
LINC01030	1	0	0	0	0	0	0	0	0	0	0	0
RNA5SP273	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986955	0	1	0	0	0	0	0	0	0	0	0	0
LINC00534	0	0	0	0	0	0	0	0	0	0	0	0
CALB1	10	19	35	1	2	0	8	0	36	2	8	6
DECR1	992	1073	1237	1510	1442	1393	1367	1431	1593	1636	1415	1352
NBN	1290	1534	1648	2060	1810	1940	2104	1887	2101	2305	1984	2051
OSGIN2	897	1030	1242	1404	1219	1231	1431	1346	1424	1561	1348	1480
RNU6-925P	1	0	1	1	1	1	0	0	0	0	0	0
COX6B1P6	0	0	0	0	0	0	0	0	0	0	0	0
RIPK2	521	612	681	850	761	818	795	881	863	920	856	838
RIPK2-DT	43	37	51	26	34	19	20	23	33	29	32	32
LOC112268015	1	3	2	6	3	4	5	4	10	7	0	4
KRT8P4	0	0	0	1	0	0	0	0	0	0	0	2
RPSAP74	0	0	0	0	1	0	1	0	0	0	0	0
LOC105375631	9	9	5	17	4	5	6	15	12	8	10	6
LOC105375629	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129100	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP272	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375630	0	1	0	0	0	1	0	1	0	0	0	2
MMP16	76	60	73	47	51	46	55	62	60	78	62	74
LOC105375628	0	0	0	0	0	0	0	0	1	0	0	0
DCAF4L2	0	1	1	0	0	0	0	0	0	0	0	0
LOC100419762	0	0	0	0	0	0	0	0	0	0	0	0
SOX5P1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375626	0	0	0	0	0	0	0	0	0	0	0	0
IARS2P1	1	0	0	5	1	1	3	5	0	0	4	5
VTA1P2	0	3	0	0	0	0	0	0	0	0	0	0
CNBD1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986895	0	0	0	0	0	0	0	0	0	0	0	0
UBE2Q2P10	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P1	0	0	0	0	0	0	0	0	0	0	0	0
MIOXP1	0	0	0	0	0	0	0	0	0	0	0	0
CNGB3	0	0	0	2	0	0	0	0	1	0	0	0
CPNE3	4126	4575	4795	6037	5358	5467	6152	5882	6139	6700	5874	6067
SLC2A3P4	2	2	2	1	4	2	2	0	2	2	6	7
NTAN1P2	10	0	4	5	9	2	2	0	14	0	3	2
RMDN1	667	737	806	1256	1032	973	1118	1195	1171	1222	1165	1123
WWP1	2007	2212	2358	2036	1881	1975	2141	1934	2050	2282	2142	2073
WWP1-AS1	6	1	0	2	3	7	1	3	6	2	1	2
SLC7A13	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375623	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0D2	44	19	14	22	22	28	26	15	39	10	33	24
PSKH2	0	0	0	0	0	0	0	0	0	0	0	0
RPL32P4	0	0	0	0	0	0	0	0	0	0	0	1
RPL36AP31	0	0	0	0	0	0	0	0	0	0	2	0
LOC107986954	0	1	0	0	0	0	0	0	0	0	0	0
LINC02849	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L6P	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L5P	1	0	0	0	0	0	0	0	0	0	0	0
REXO1L4P	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L2P	1	0	0	0	0	0	0	0	0	0	0	0
REXO1L9P	1	0	0	0	0	0	0	0	0	0	0	0
REXO1L10P	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929627	1	0	0	0	0	2	0	0	1	0	2	0
REXO1L11P	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929601	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L12P	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L1P	0	0	0	0	0	0	0	0	0	0	0	0
REXO1L3P	1	0	0	0	0	0	0	1	0	1	0	0
REXO1L8P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375937	0	0	0	0	0	0	0	0	0	0	0	0
CA2	73	54	36	67	40	67	81	75	53	22	13	90
CA3-AS1	1	2	1	3	0	0	1	1	1	1	0	0
CA3	1	0	3	0	9	0	1	1	2	0	0	2
CA1	0	0	1	1	1	2	0	1	2	2	0	0
CA13	260	239	346	240	233	231	229	234	285	294	234	254
LOC105375935	0	0	0	0	0	0	0	0	0	0	0	1
LOC105375936	0	0	0	1	2	2	1	0	0	2	0	0
RBIS	642	489	552	825	787	714	829	801	777	674	599	685
E2F5	79	95	109	263	236	280	248	254	268	250	244	258
E2F5-DT	0	0	0	0	1	0	0	0	0	1	0	3
LRRCC1	111	125	123	348	340	310	360	317	345	370	293	339
LOC100422614	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375933	0	0	2	0	0	1	0	1	1	2	3	0
JCHAINP1	0	0	0	0	0	0	0	0	0	0	0	0
ACTBP6	0	0	0	0	0	0	0	0	0	0	0	0
LOC100421444	0	0	0	0	0	0	0	0	0	0	0	0
PSMC2P2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1040P	0	0	0	0	0	0	0	0	0	0	0	0
RALYL	0	0	0	0	0	1	0	0	0	0	1	1
TPM3P3	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929943	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375932	0	0	0	0	0	0	0	0	0	0	0	0
LINC01419	3	0	0	0	5	0	1	2	0	0	0	0
LOC100533622	0	0	0	0	0	0	0	0	0	0	0	0
LOC100420845	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927141	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986953	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375931	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P4	232	219	218	279	253	203	265	254	259	208	159	232
LOC105375930	0	0	0	0	0	0	1	0	0	0	0	1
LINC02839	0	0	0	0	0	0	0	0	0	0	0	0
LINC02235	1	0	0	1	0	0	0	0	1	0	1	2
HNRNPA1P36	0	1	0	0	0	1	1	0	0	0	1	1
SNX16	570	644	715	760	676	696	779	727	732	841	616	789
CHMP4C	155	156	171	133	150	154	136	132	144	138	137	139
ZFAND1	1546	1698	1645	1803	1844	1790	1839	1739	1960	1873	1663	1744
SLC10A5	7	13	8	13	9	2	18	12	11	11	16	3
IMPA1	1280	1330	1470	1524	1264	1356	1383	1247	1552	1616	1419	1449
SLC10A5P1	0	0	0	0	0	0	0	0	0	0	1	0
RPS26P34	0	0	0	0	0	0	0	0	0	0	0	0
NIPA2P4	0	0	0	1	0	0	0	0	0	0	0	0
IMPA1P1	0	0	0	2	0	0	0	0	0	2	0	0
FABP12	0	0	0	0	0	0	0	0	0	0	0	0
FTH1P11	8	6	6	2	4	2	5	3	5	7	6	3
FABP4	0	1	0	0	0	1	1	0	0	1	0	1
LOC101927118	0	0	0	0	0	0	0	2	0	0	0	1
FABP9	0	1	0	0	0	1	1	0	0	0	0	1
PMP2	3	9	12	6	13	14	24	7	1	8	10	14
LOC105375926	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375925	2	0	0	0	0	0	0	0	0	0	0	0
FABP5	595	671	696	729	728	585	671	731	857	715	567	612
UBE2HP1	3	1	2	0	0	0	1	0	1	0	0	0
LOC105375924	0	2	0	0	0	0	0	0	0	0	0	0
PAG1	771	801	939	984	1054	1068	1199	1019	1106	1263	1211	1155
LOC107986894	0	0	0	2	0	0	0	0	0	0	0	0
HMGB1P41	1	0	0	3	0	0	0	0	0	0	0	0
RN7SL308P	0	0	0	0	0	0	0	0	0	0	0	0
RNU11-6P	0	0	0	0	0	0	0	0	0	0	0	0
CKS1BP7	11	6	5	7	11	7	16	6	12	6	3	6
ZNF704	49	47	69	42	63	48	70	56	41	60	71	62
RN7SL107P	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A51P3	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-71P	0	0	0	0	0	0	0	0	0	0	0	0
OCIAD2P1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-174P	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP47	2985	3202	3189	3662	3752	3305	3588	3418	3619	3294	2854	3264
ZBTB10	429	429	437	612	624	571	600	579	659	662	564	596
LOC105375921	0	0	0	0	0	0	2	1	1	1	0	0
LOC105375922	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1213P	0	0	0	0	0	0	0	0	0	0	0	0
LOC100216346	0	0	0	0	0	0	0	0	0	0	0	0
RPS5P5	0	0	0	0	0	0	0	0	3	1	0	0
RPL13AP18	0	0	0	0	0	0	0	0	0	0	0	3
MIR5708	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL41P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375920	0	1	0	0	0	0	0	0	0	0	0	0
LOC105375918	0	0	1	0	0	1	0	0	0	0	0	0
LOC105375919	0	0	0	0	0	0	0	0	0	0	1	0
MRPS28	427	458	477	538	507	477	470	491	485	523	480	500
TPD52	2220	2322	2467	2066	2052	1967	2305	2179	2245	2452	2195	2154
RNU7-85P	0	0	1	0	0	0	0	0	0	0	0	0
LOC101927040	1	0	0	1	5	3	8	1	0	0	1	0
LINC01607	1	4	2	5	3	5	1	1	0	5	8	1
HEY1	20	24	31	8	4	13	14	4	20	12	7	24
LOC107986893	0	0	0	0	0	0	0	0	1	0	0	0
STMN2	11	23	36	0	0	3	8	3	31	0	2	2
LOC105375916	0	0	0	0	0	0	0	0	0	0	0	1
RPL3P9	0	0	0	0	0	0	0	0	0	0	0	0
MIR12123	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375915	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986892	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375913	1	2	3	2	1	2	0	0	2	1	0	1
LOC105375912	0	0	0	0	0	0	0	0	0	0	0	0
LINC02605	1	0	1	0	2	1	1	1	2	1	0	6
LOC105375914	0	0	2	0	0	1	0	2	0	1	0	0
THAP12P7	29	24	24	40	37	24	29	30	28	31	34	24
LOC101241902	2	3	3	2	0	1	1	0	3	0	2	2
IL7	9	21	7	13	16	15	15	12	21	22	7	18
ZC2HC1A	312	308	312	305	332	314	381	352	376	388	350	373
PKIA-AS1	1	0	0	0	1	1	0	0	1	0	0	0
PKIA	127	139	152	118	139	113	161	125	139	172	155	142
RNU6-1220P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375911	0	0	1	2	0	0	0	0	0	0	3	0
LOC102724874	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375909	0	0	0	0	0	0	0	0	0	0	0	0
HIGD1AP18	0	0	0	3	0	0	1	0	0	1	0	1
PEX2	533	511	577	661	579	626	682	684	692	831	643	702
MIR3149	0	2	1	1	0	0	0	0	0	0	0	1
ZFHX4	161	172	191	224	266	219	266	215	271	264	301	280
ZFHX4-AS1	1	1	1	0	0	0	0	1	0	0	2	3
MRPL9P1	0	0	0	0	2	0	0	0	0	0	0	0
LOC107986952	0	0	0	6	0	4	0	0	1	0	0	1
LINC01111	0	4	0	1	4	3	5	3	3	2	9	0
LINC01109	3	1	0	1	0	0	0	0	0	1	0	0
RNU2-54P	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724858	0	2	6	2	1	3	1	0	6	0	0	1
LOC105375906	0	0	0	0	0	0	0	0	0	0	0	0
HNF4G	5	6	12	12	13	7	15	12	26	18	18	16
PKMP4	3	1	1	3	2	5	4	5	1	3	8	4
HIGD1AP6	0	0	0	0	0	0	0	0	0	0	0	0
CASC9	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375905	0	0	0	0	0	0	0	0	0	0	0	0
CRISPLD1	2	3	6	23	10	11	24	21	19	23	27	26
PI15	0	2	2	1	0	0	0	0	0	0	0	2
MIR2052	0	0	0	0	0	0	0	0	0	0	0	0
PCBP2P2	10	11	11	9	9	12	9	13	11	11	13	11
MIR2052HG	0	0	0	1	0	0	0	0	2	0	0	0
LOC105375904	0	0	0	0	0	0	0	0	0	0	0	0
MIR5681B	0	0	0	0	0	0	0	0	0	0	0	0
MIR5681A	0	0	0	0	0	0	0	0	0	0	0	0
GDAP1	65	88	111	82	73	91	86	76	125	91	81	63
JPH1	51	80	77	153	140	121	166	120	159	112	121	101
LOC105375903	1	1	0	0	0	0	0	0	0	0	0	0
RNU6-1197P	0	0	0	0	0	0	0	0	0	0	0	0
RPS3AP32	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1300P	0	0	0	0	0	0	0	0	0	0	0	0
LY96	43	30	41	21	20	21	26	30	35	27	25	34
DSTNP3	1	0	0	1	1	0	0	0	0	1	0	0
RPS20P21	0	0	0	0	0	0	0	0	0	0	0	0
TMEM70	990	1171	1161	1279	1160	1199	1258	1143	1412	1289	1238	1234
ELOC	2043	2272	2217	2337	2297	2023	2225	2255	2244	2240	1966	2131
GYG1P1	0	4	0	1	1	0	0	2	0	0	1	0
LINC01617	1	0	1	0	1	0	0	0	1	0	0	0
RN7SL760P	0	0	0	0	0	0	1	0	0	0	0	1
UBE2W	966	1140	1289	1072	915	902	971	965	1135	1132	1028	1087
LOC105375902	8	2	2	5	0	1	2	0	2	1	2	2
VENTXP6	0	0	0	0	0	0	0	0	0	0	0	0
STAU2	539	570	676	902	865	810	1028	865	977	1015	904	1038
STAU2-AS1	1	0	0	0	3	0	0	2	0	0	0	0
LOC105375899	0	0	0	0	0	0	0	0	0	0	0	0
RDH10-AS1	2	2	4	3	4	3	0	2	1	2	0	3
RDH10	126	157	178	200	172	196	197	199	230	236	162	190
RPL7	21116	23166	23177	25429	24503	23450	23964	23455	25034	24710	21456	23051
PRXL2AP2	0	0	0	0	0	0	0	0	0	0	0	0
C8orf89	0	0	0	0	0	0	0	0	0	0	1	0
LOC105375901	0	0	0	0	0	0	0	0	0	0	0	0
LOC646197	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986891	0	0	0	0	0	0	0	0	0	0	0	0
SBSPON	7	14	14	7	5	4	6	15	27	4	7	27
RNU6-285P	0	0	0	0	0	1	0	0	0	0	0	0
TERF1	593	678	726	846	763	787	839	769	902	918	761	802
LOC101926908	0	0	0	0	0	0	0	0	0	0	0	0
LOC100419613	0	0	0	0	0	0	0	0	0	0	0	0
HAUS1P3	0	0	0	0	0	0	0	0	0	1	0	0
KCNB2	4	0	0	0	0	0	0	0	0	0	0	0
LOC105375897	0	0	0	0	0	0	0	1	0	0	0	0
LOC100129527	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP271	0	0	0	0	0	0	0	0	0	0	0	0
LOC392232	2	1	1	1	0	1	0	0	2	0	0	0
LOC105375896	0	0	1	5	0	1	0	0	1	0	1	0
TRPA1	4	4	3	9	6	8	1	6	4	3	3	6
RPS20P20	1	0	0	0	0	0	0	0	0	0	0	1
MSC-AS1	6	3	9	6	1	5	7	1	6	1	0	5
MSC	3	2	3	4	6	5	5	3	2	5	3	3
LOC107986890	0	0	1	0	0	0	0	0	0	0	0	0
LOC105375892	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724772	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P2	0	0	0	0	0	0	0	0	0	0	0	0
EYA1	12	28	36	3	15	12	14	3	42	3	17	15
LOC105375894	1	0	0	0	1	0	0	0	2	0	0	0
XKR9	127	130	172	193	184	173	190	179	162	186	159	184
RN7SL19P	0	0	0	0	0	0	0	0	1	0	0	1
LACTB2	206	260	281	449	414	426	487	457	486	523	442	452
LACTB2-AS1	2	2	0	2	0	5	2	2	0	0	0	1
TRAM1	8754	9472	10240	9291	8718	8531	9819	9035	9838	9614	8603	9008
LOC105375890	0	0	0	1	0	0	0	0	0	0	0	0
RPL13P11	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL203P	0	0	0	0	0	0	0	0	0	0	0	0
LOC101926892	0	0	0	0	0	0	0	0	0	0	0	0
RPS18P11	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P14	0	1	0	1	0	0	0	0	0	0	0	0
BTF3P12	1	0	1	0	0	1	1	0	0	0	1	0
NCOA2	241	308	293	430	368	408	435	442	438	571	579	464
H2AZP2	0	0	0	0	0	0	0	0	0	0	1	0
RNU1-101P	0	0	0	0	0	0	0	0	0	0	0	0
PRDM14	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P20	0	0	0	0	0	0	0	0	0	0	0	0
SDCBPP2	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP270	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL675P	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288097	0	0	0	0	2	0	0	0	1	0	0	0
LOC101929759	0	0	2	0	0	0	0	0	0	0	0	0
LOC100101127	0	0	0	0	0	0	0	0	0	0	0	2
LOC105375889	0	0	2	0	0	0	1	0	0	0	0	0
RN7SKP29	0	0	0	0	0	0	0	0	0	0	0	0
SLCO5A1	532	669	583	556	564	523	568	509	548	546	509	525
SULF1	4	14	15	2	4	2	3	1	9	3	3	9
LINC01603	0	0	0	0	1	0	0	0	0	0	0	0
TRE-CTC14-1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129096	6	11	8	10	10	9	9	14	9	21	14	7
RNU7-102P	0	0	0	0	0	0	0	0	0	0	0	0
LINC01592	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986951	0	0	0	0	0	0	0	0	0	0	0	1
RNA5SP269	0	0	0	0	0	0	0	0	0	0	0	0
RPS15AP25	0	0	0	0	0	0	0	0	0	0	0	0
RFPL4AP2	0	0	0	0	0	0	0	0	0	0	0	0
C8orf34	2	1	1	0	0	0	0	0	1	0	1	1
C8orf34-AS1	0	0	0	0	0	0	0	0	0	0	0	0
RPL31P40	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375888	0	0	0	0	0	0	1	0	0	0	0	0
PREX2	18	25	11	32	18	30	22	6	49	11	10	18
NDUFS5P6	0	0	0	0	0	0	0	0	0	0	0	0
MTATP6P12	0	0	0	0	0	0	0	0	0	0	0	0
MTCO3P3	0	0	0	0	0	0	0	0	0	0	0	0
MTND4LP27	0	0	0	0	0	0	0	0	0	0	0	0
MTND4P39	0	0	0	0	0	0	0	0	0	0	0	1
MTND5P44	0	0	0	0	0	1	0	0	0	0	0	0
MTND6P30	0	0	0	0	0	0	0	0	0	0	0	0
MTCYBP30	0	0	0	0	0	0	0	0	0	0	0	0
NACAP10	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375886	0	0	0	0	1	0	1	0	0	0	0	0
CPA6	0	0	0	2	0	3	2	0	3	0	0	4
RPL17P31	1	0	0	0	0	0	0	0	0	0	0	0
ARFGEF1-DT	2	1	5	2	1	9	1	1	0	0	6	5
NPM1P44	1	3	0	4	3	3	9	3	0	3	0	1
ARFGEF1	1376	1326	1612	1656	1578	1471	1703	1525	1644	1930	1698	1672
RNA5SP268	0	0	0	4	1	0	2	3	1	0	0	1
CSPP1	409	442	439	497	419	467	548	493	560	626	540	492
COPS5	2200	2504	2561	2647	2425	2395	2475	2405	2489	2591	2198	2329
LOC105375885	0	0	0	0	0	0	0	0	0	0	0	0
LOC100288001	4	0	0	0	0	0	1	0	0	1	1	3
PPP1R42	0	1	0	0	0	0	0	0	1	0	0	1
TCF24	0	0	0	0	0	0	0	3	0	0	0	0
SNORD87	3	0	0	4	2	2	3	1	5	1	2	0
SNHG6	695	741	806	878	910	830	821	919	844	780	742	814
MCMDC2	14	15	3	14	14	8	7	11	14	10	8	9
PTTG3P	0	1	0	0	2	1	2	0	2	0	1	0
SGK3	1	2	4	3	4	6	3	7	6	3	1	2
C8orf44	33	33	30	40	32	25	45	33	56	39	36	33
C8orf44-SGK3	0	0	0	0	0	0	1	0	0	0	2	0
VCPIP1	1216	1121	1323	829	814	844	982	891	923	989	947	901
LOC105375884	5	1	1	1	3	11	7	6	7	5	11	8
MYBL1	1624	1742	1904	3345	3005	3108	3242	3346	3087	3403	2978	3217
RNU6-1324P	0	0	0	0	0	0	0	0	0	0	0	0
VXN	31	32	38	91	73	82	75	88	93	78	74	112
LOC100131770	0	0	0	0	0	0	0	0	0	0	0	0
ADHFE1	6	6	9	5	2	5	7	11	4	10	1	6
RRS1	531	537	529	1334	1176	1193	1253	1241	1299	1223	1195	1198
RRS1-DT	1	0	0	8	1	0	0	1	1	3	2	0
LOC102724687	5	12	4	9	10	7	12	12	14	6	1	7
LINC00967	0	0	0	1	2	0	0	0	0	1	0	0
LOC112268029	0	0	0	1	0	0	0	1	0	0	0	0
CRH	0	0	0	0	0	1	0	0	0	0	0	0
TRY-GTA5-2	0	0	0	0	0	0	0	0	0	0	0	0
TRY-GTA5-1	0	0	0	0	0	0	0	0	0	0	0	0
TRIM55	0	0	1	4	4	7	5	8	6	11	3	3
DNAJC5B	2	2	0	0	3	1	2	1	0	0	0	2
LOC105375883	0	0	0	1	0	0	0	0	0	0	0	1
LOC107986950	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986948	0	0	0	1	0	1	0	0	0	0	0	0
LOC107986949	1	0	1	0	0	0	0	0	2	1	0	0
PDE7A	199	240	245	449	397	384	406	374	457	495	413	397
MTFR1	711	846	961	1160	1033	1063	1048	1011	1091	1181	1055	1090
ARMC1	1033	1081	1150	1745	1643	1673	1789	1720	1868	1869	1564	1732
LINC01299	1	0	0	0	0	0	0	0	0	0	0	0
PPIAP86	0	1	0	1	1	2	0	1	0	0	0	0
LOC105375881	0	0	0	0	0	0	0	0	0	0	0	0
LINC00251	0	0	0	0	0	0	0	0	0	0	0	0
RPL31P41	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375880	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375878	0	1	0	0	2	0	3	1	1	0	1	0
LOC105375879	0	0	0	0	0	0	0	1	0	0	0	0
CYP7B1	3	8	3	10	12	4	6	6	8	4	0	4
BHLHE22	4	2	0	2	4	4	4	9	2	0	0	10
LOC401463	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986878	0	0	0	0	0	0	0	0	0	0	0	0
MIR124-2	0	0	0	0	0	0	0	0	0	0	0	0
MIR124-2HG	0	3	0	0	1	0	0	1	0	0	0	0
LOC105375877	0	0	0	0	0	0	0	0	0	0	0	0
COX6CP8	0	0	0	0	0	0	0	0	0	0	0	0
LINC01414	0	0	0	0	0	0	0	0	0	0	0	0
LINC01289	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375876	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP135	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724612	0	0	1	0	0	0	0	0	0	0	0	0
LOC105375874	0	0	0	0	0	0	0	0	1	1	0	1
LOC105375875	0	0	0	0	0	0	0	0	0	0	0	0
IFITM8P	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375873	0	0	0	0	0	0	0	0	0	0	0	0
